latency,startTimeNanos
68,6893787
7,6893855
6,6893862
5,6893868
5,6893873
5,6893878
5,6893883
4,6893888
5,6893892
5,6893897
4,6893902
5,6893906
4,6893911
5,6893915
4,6893920
4,6893925
5,6893929
4,6893934
5,6893938
4,6893943
