latency,startTimeNanos
735,6920785
735,6920785
8,6921520
8,6921520
8,6921528
8,6921528
7,6921536
7,6921536
7,6921543
7,6921543
7,6921550
7,6921550
7,6921557
7,6921557
7,6921564
7,6921564
7,6921571
8,6921571
6,6921579
6,6921579
